number_of_uses,word,word_type
1,moderation,NN
1,requests,NNS
1,epaphroditus,NNP
1,colossians,NNPS
1,epaphras,NNP
1,increasing,VBG
1,visible,JJ
1,unreproveable,JJ
1,body’s,NULL
1,acknowledgement,NN
1,joying,NN
1,stedfastness,NN
1,philosophy,NN
1,principality,NN
1,blotting,VBG
1,handwriting,NN
1,nailing,VBG
1,intruding,VBG
1,vainly,RB
1,nourishment,NN
1,neglecting,NN
1,humbleness,NN
1,admonishing,VBG
1,seasoned,VBN
1,fellowworkers,NNS
1,fervently,RB
1,god-ward,NNP
1,allowed,VBN
1,affectionately,RB
1,holily,RB
1,justly,RB
1,unblameably,RB
1,athens,NNP
1,fellowlabourer,NN
1,forewarned,VBN
1,honestly,RB
1,trump,NN
1,work’s,NULL
1,admired,VBN
1,opposeth,VBD
1,deceivableness,NN
1,belief,NN
1,obtaining,NN
1,disorderly,RB
1,fables,NNS
1,swerved,VBN
1,lawless,NN
1,perjured,JJ
1,enabled,VBN
1,prophecies,NNS
1,modest,JJ
1,shamefacedness,NN
1,broided,JJ
1,usurp,JJ
1,deacon,NN
1,seducing,VBG
1,seared,VBN
1,profiting,VBG
1,piety,NN
1,relieved,VBN
1,tattlers,NNS
1,stomach’s,NULL
1,doting,VBG
1,strifes,NN
1,disputings,NNS
1,contentment,NN
1,oppositions,NNS
1,science,NN
1,forefathers,NNS
1,grandmother,NN
1,immortality,NN
1,phygellus,NNP
1,warreth,VBZ
1,entangleth,VB
1,shun,JJ
1,nameth,VBZ
1,youthful,JJ
1,instructing,VBG
1,oppose,VBP
1,perilous,JJ
1,despisers,NNS
1,jannes,NNS
1,jambres,NNP
1,seducers,NNS
1,itching,VBG
1,departure,NN
1,demas,NNP
1,crescens,NNP
1,coppersmith,NN
1,prisca,NNP
1,miletum,NNP
1,eubulus,CC
1,greeteth,JJ
1,talkers,NNS
1,lucre’s,NULL
1,cretians,NNPS
1,jewish,VB
1,sober,VBN
1,heretick,NN
1,artemas,NNP
1,zenas,NNP
1,archippus,NNP
1,enjoin,VB
1,love’s,NULL
1,oweth,VB
1,sundry,JJ
1,express,JJ
1,upholding,VBG
1,firstbegotten,NN
1,crownedst,VB
1,limiteth,VBZ
1,discerner,NN
1,unskilful,JJ
1,senses,NNS
1,accompany,JJ
1,immutability,NN
1,immutable,JJ
1,anchor,NN
1,forerunner,NN
1,levitical,NNP
1,disannulling,NN
1,unprofitableness,JJ
1,unchangeable,JJ
1,accomplishing,VBG
1,errors,NNS
1,imposed,VBN
1,testator,NN
1,shedding,VBG
1,patterns,NNS
1,comers,NNS
1,assembling,VBG
1,wilfully,RB
1,sorer,NN
1,gazingstock,NN
1,worlds,NNS
1,translation,NN
1,rewarder,NN
1,builder,NN
1,pilgrims,NNS
1,accounting,NN
1,choosing,VBG
1,esteeming,VBG
1,assaying,VBG
1,accepting,VBG
1,mockings,NNS
1,sawn,VBN
1,sheepskins,NNS
1,finisher,NN
1,despising,VBG
1,scourgeth,VB
1,signifieth,VBZ
1,acceptably,RB
1,entertain,VB
1,entertained,VBN
1,whoremongers,NNS
1,italy,NNP
1,trying,VBG
1,upbraideth,JJ
1,wavereth,VBZ
1,sooner,NN
1,tempteth,IN
1,superfluity,NN
1,engrafted,JJ
1,deceiving,VBG
1,hearer,NN
1,bridleth,VBZ
1,unspotted,JJ
1,weareth,VBZ
1,gay,NN
1,bits,NNS
1,tamed,VBN
1,descendeth,VBZ
1,fightings,NNS
1,cries,NNS
1,convert,NN
1,converteth,VBZ
1,fashioning,VBG
1,foreordained,VBN
1,newborn,JJ
1,using,VBG
1,hereunto,NN
1,plaiting,VBG
1,rendering,VBG
1,eschew,VB
1,ensue,VB
1,authorities,NNS
1,hospitality,NN
1,busybody,NN
1,elected,VBD
1,marcus,NNP
1,temperance,NN
1,negligent,JJ
1,endeavour,VB
1,cunningly,RB
1,eyewitnesses,NNS
1,private,JJ
1,damnable,JJ
1,pernicious,JJ
1,lingereth,VBZ
1,slumbereth,VBZ
1,deceivings,NNS
1,beguiling,VBG
1,wallowing,NN
1,overflowed,VBN
1,perdition,NN
1,advocate,NN
1,antichrist,NN
1,unction,NN
1,acknowledgeth,VBZ
1,world’s,NULL
1,assure,VB
1,petitions,NNS
1,deceivers,NNS
1,biddeth,VBD
1,fellowhelpers,NNS
1,malicious,JJ
1,forbiddeth,VB
1,demetrius,NNP
1,jude,NNP
1,crept,VBD
1,dreamers,NNS
1,contending,VBG
1,foaming,VBG
1,admiration,NN
1,faultless,RB
1,paradise,NN
1,smyrna,NNP
1,pergamos,NNP
1,satan’s,NULL
1,antipas,NNP
1,balac,NNP
1,thyatira,NNP
1,sufferest,NN
1,philadelphia,NNP
1,laodiceans,NNP
1,sardine,JJ
1,pale,JJ
1,scroll,NN
1,juda,NNP
1,aser,NNP
1,nephthalim,NNP
1,scorpions,NNS
1,shapes,NNS
1,stings,NNS
1,woes,NNS
1,accuser,NN
1,exerciseth,VBZ
1,harpers,NNS
1,harping,VBG
1,scorch,VB
1,scorched,VBN
1,gnawed,VBD
1,coloured,VBN
1,martyrs,NN
1,hateful,JJ
1,deliciously,RB
1,thyine,NN
1,sorceries,NNS
1,alleluia,NNP
1,omnipotent,NN
1,transparent,JJ
1,proceeding,VBG
